Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation 1,Violation 1 Description,Violation 2,Violation 2 Description,Violation 3,Violation 3 Description,Violation 4,Violation 4 Description,Violation 5,Violation 5 Description,Violation 6,Violation 6 Description,Violation 7,Violation 7 Description,Violation 8,Violation 8 Description,Violation 9,Violation 9 Description,Violation 10,Violation 10 Description,Violation 11,Violation 11 Description,Violation 12,Violation 12 Desription,Violation 13,Violation 13 Description,Geocoded Location
BRANDYWINE COUNTRY CLUB,2822 SHIPLEY ROAD,WILMINGTON,19810,01/11/2016,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"2822 SHIPLEY ROAD
WILMINGTON, DE 19810
(39.818137, -75.535173)"
Gino's Pizza & Deli,1402 Lancaster Ave,Wilmington,19805,03/04/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1402 Lancaster Ave
Wilmington, DE 19805
(39.744084, -75.567821)"
CIGNA Bellevue,300 Bellvue Parkway,Wilmington,19809,02/18/2016,Routine,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,2-301_14 When to Wash P,Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"300 Bellvue Parkway
Wilmington, DE 19809
(39.780751, -75.494355)"
ACME MARKET,1401 N DUPONT ST,WILMINGTON,19806,01/08/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1401 N DUPONT ST
WILMINGTON, DE 19806
(39.75717, -75.563037)"
Burger King #684,3911 Philadelphia Pike,Claymont,19703,01/27/2016,Routine,5-304_11 Flushing and Disinfecting System P,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"3911 Philadelphia Pike
Claymont, DE 19703
(39.807369, -75.448765)"
ST PAUL UNITED METHODIST CHURCH,406 E. MAIN ST.,ODESSA,19730,02/11/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"406 E. MAIN ST.
ODESSA, DE 19730
(39.45576, -75.65946)"
HOMEWOOD SUITES NEWARK/WILMINGTON SOUTH,640 SOUTH COLLEGE AVE,NEWARK,19713,01/11/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,5-101_11 Approved System P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"640 SOUTH COLLEGE AVE
NEWARK, DE 19713
(39.659448, -75.753873)"
Little Caesars Pizza,1401 Latimer Circle,Wilmington,19805,02/10/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"1401 Latimer Circle
Wilmington, DE 19805
(39.735125, -75.573609)"
MOM'S PIZZA,204 N.MARYLAND AVNUE,WILMINGTON,19804,02/11/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"204 N.MARYLAND AVNUE
WILMINGTON, DE 19804
(39.729623, -75.584388)"
Ray's  Wilmington Market,701 Maryland Ave.,Wilmington,19805,02/29/2016,Routine,4-501_110 Warewasher Wash Sol Temp Pf,Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"701 Maryland Ave.
Wilmington, DE 19805
(39.737809, -75.566119)"
Gino's Pizza & Deli,1402 Lancaster Ave,Wilmington,19805,02/26/2016,Routine,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"1402 Lancaster Ave
Wilmington, DE 19805
(39.744084, -75.567821)"
BURGER KING,30 S. CHAPEL ST,NEWARK,19711,03/08/2016,Routine,5-101_11 Approved System P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"30 S. CHAPEL ST
NEWARK, DE 19711
(39.682591, -75.745276)"
The Chicken House,1224 Capitol Trail,Newark,19711,02/11/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,7-203_11 Poisonous/Toxic Material Containers P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"1224 Capitol Trail
Newark, DE 19711
(39.697287, -75.71093)"
OLYMPIC STEAKS & SUBS,813 MARKET ST. MALL,WILM,19801,01/08/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"813 MARKET ST. MALL
WILM, DE 19801
(39.743705, -75.549066)"
Barnes & Noble Booksellers,715 Christiana Mall,Newark,19702,02/17/2016,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"715 Christiana Mall
Newark, DE 19702
(39.676838, -75.649705)"
Seasons Pizza & Restaurant,3901 Concord Pike,Wilmington,19803,02/22/2016,Pre-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,"3901 Concord Pike
Wilmington, DE 19803
(39.80607, -75.548746)"
WILMINGTON FRIENDS SCHOOL,101 SCHOOL RD,WILMINGTON,19803,01/24/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"101 SCHOOL RD
WILMINGTON, DE 19803
(39.767656, -75.550361)"
Kenny's Pan Asian Cusine,1255 Quintilio Dr,Bear,19701,03/21/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"1255 Quintilio Dr
Bear, DE 19701
(39.63115, -75.665768)"
Mad-Macs,801 S College Ave.,Newark,19713,01/26/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"801 S College Ave.
Newark, DE 19713
(39.655415, -75.751244)"
Madison's Smoked BBQ,1 Wellspring Dr,Bear,19701,03/18/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Wellspring Dr
Bear, DE 19701
(39.629031, -75.661582)"
"TIMOTHY""S OF NEWARK",100 CREEK VIEW ROAD,NEWARK,19711,01/05/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,5-101_11 Approved System P,Violation - Corrected on Site,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"100 CREEK VIEW ROAD
NEWARK, DE 19711
(39.689199, -75.747374)"
HOPE LUTHERN CHURCH,230 CHRISTIANA DR,NEW CASTLE,19720,02/04/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"230 CHRISTIANA DR
NEW CASTLE, DE 19720
(39.663613, -75.630874)"
"Southeast Kitchen Partners, LLC",1901 Delaware Ave.,Wilmington,19806,01/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901 Delaware Ave.
Wilmington, DE 19806
(39.759745, -75.56442)"
Hibachi Japanese Steak House & Sushi Bar,1160 Pulaski Hwy,Bear,19701,01/29/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation,3-404_11 Treating Juice P (a) Pf (b),Violation - Corrected on Site,3-603_11 Consumption of Raw Animal Foods Pf,Violation,,,,,,,,,,,,,,,,,,,,,"1160 Pulaski Hwy
Bear, DE 19701
(39.630419, -75.664156)"
ST PATRICK'S SENIOR CENTER,1414 KING ST,WILMINGTON,19801,02/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1414 KING ST
WILMINGTON, DE 19801
(39.74934, -75.544156)"
Teppanyaki Grill & Supreme Buffet,209 Governor's Pl.,Bear,19701,01/25/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"209 Governor's Pl.
Bear, DE 19701
(39.635151, -75.660775)"
Wawa #861,1750 Capitol Trail,Newark,19711,01/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750 Capitol Trail
Newark, DE 19711
(39.700602, -75.700732)"
Burger King,530  JFK Memorial Hwy,Newark,19702,03/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"530 JFK Memorial Hwy
Newark, DE 19702
(39.676604, -75.649908)"
No. 1 Food Corp.,610 Newark Shopping Center,Newark,19711,03/02/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"610 Newark Shopping Center
Newark, DE 19711
(39.684215, -75.74432)"
Italiano's Pizzeria,800 W 4th St.  302 Adam's Four Shopping,Wilmington,19801,02/01/2016,Routine,7-203_11 Poisonous/Toxic Material Containers P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"800 W 4th St. 302 Adam's Four Shopping
Wilmington, DE 19801
(39.72514, -75.544824)"
IHOP,2001 CONCORD PIKE,WILMINGTON,19803,01/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"2001 CONCORD PIKE
WILMINGTON, DE 19803
(39.788172, -75.546195)"
BINGS BAKERY,253 E. MAIN STREET,NEWARK,19711,01/05/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"253 E. MAIN STREET
NEWARK, DE 19711
(39.683824, -75.743146)"
Wawa Food Market,697 Naamans Rd.,Claymont,19703,03/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"697 Naamans Rd.
Claymont, DE 19703
(39.816678, -75.457341)"
Alondra's Bakery,2307 W Newport Pike,Wilmington,19804,01/11/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation,5-304_11 Flushing and Disinfecting System P,Violation,7-204_11 Sanitizers P,Violation,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,,,,,,,,,,,,,,,"2307 W Newport Pike
Wilmington, DE 19804
(39.714836, -75.642768)"
EINSTEIN BROTHERS BAGELS,1732 MARSH RD.,WILMINGTON,19810,01/20/2016,Routine,5-304_11 Flushing and Disinfecting System P,Violation,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"1732 MARSH RD.
WILMINGTON, DE 19810
(39.800619, -75.505192)"
ARBY'S,2719 PHILADELPHIA PK,CLAYMONT,19703,02/05/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"2719 PHILADELPHIA PK
CLAYMONT, DE 19703
(39.794979, -75.466959)"
WEST CENTER CITY ADULT CENTER INC.,501 N. MADISON STREET,WILMINGTON,19801,01/05/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"501 N. MADISON STREET
WILMINGTON, DE 19801
(39.743696, -75.556929)"
Dunkin Donuts,1313 N Market St,Wilmington,19801,01/21/2016,Routine,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"1313 N Market St
Wilmington, DE 19801
(39.748585, -75.545757)"
Mad-Macs,801 S College Ave.,Newark,19713,01/11/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,,,,,,,,,,,,,,,,,,,,,,,"801 S College Ave.
Newark, DE 19713
(39.655415, -75.751244)"
Dunkin Donuts,1142 Elkton Rd,Newark,19711,02/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1142 Elkton Rd
Newark, DE 19711
(39.655943, -75.78702)"
Kooma,400 Justison St.,Wilmington,19801,02/02/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"400 Justison St.
Wilmington, DE 19801
(39.735747, -75.560403)"
DUNKIN DONUTS,2706 CONCORD PIKE,WILMINGTON,19803,03/11/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"2706 CONCORD PIKE
WILMINGTON, DE 19803
(39.796727, -75.547512)"
GIRLS INC OF DE,1019 BROWN ST,WILMINGTON,19805,01/22/2016,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"1019 BROWN ST
WILMINGTON, DE 19805
(39.734887, -75.568173)"
Vincente's Restaurant,5914-5916 Kirkwood Hwy,Wilmington,19808,02/03/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"5914-5916 Kirkwood Hwy
Wilmington, DE 19808
(39.712137, -75.677741)"
Bon Appetit Gourmet Food Shoppe,3629D Silverside Rd,Wilmington,19810,01/13/2016,Routine,5-304_11 Flushing and Disinfecting System P,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"3629D Silverside Rd
Wilmington, DE 19810
(39.809208, -75.54845)"
Big Fish on the Riverfront,720 S Justsin St.,Wilmington,19801,01/19/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"720 S Justsin St.
Wilmington, DE 19801
(39.732886, -75.561948)"
"Famous Rivera Grill, LLC",7313 Lancaster Pike,Hockessin,19707,01/27/2016,Routine,4-502_11 Good Repair and Calibration Pf (b),Violation,5-104_12 Alternative Water Supply Pf,Violation,,,,,,,,,,,,,,,,,,,,,,,"7313 Lancaster Pike
Hockessin, DE 19707
(39.788068, -75.693649)"
WAWA FOOD MKT #811,400 A Wilson Road,WILMINGTON,19803,02/11/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"400 A Wilson Road
WILMINGTON, DE 19803
(39.789011, -75.533203)"
Kentucky Fried Chicken/Taco Bell,"609 Naaman's Rd.
Claymon",Claymont,19703,03/11/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"609 Naaman's Rd. Claymon
Claymont, DE 19703
(39.816678, -75.457341)"
Masala Kitchen,825 N Market St.,Wilmington,19801,03/01/2016,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"825 N Market St.
Wilmington, DE 19801
(39.744003, -75.548848)"
Shoprite,501 S Walnut St,Wilmington,19801,01/28/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"501 S Walnut St
Wilmington, DE 19801
(39.731245, -75.553891)"
Los Machados Mexican  Restaurant,600 N Broad St,Middletown,19709,03/07/2016,Routine,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"600 N Broad St
Middletown, DE 19709
(39.455428, -75.718537)"
Capers & Lemons Italian Restaurant & Market,301 Little Falls Dr,Wilmington,19808,02/02/2016,Complaint,4-703_11 Methods-Hot Water and Chemical P,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"301 Little Falls Dr
Wilmington, DE 19808
(39.759383, -75.62363)"
La Morenita,1902 Maryland Ave.,Wilmington,19805,02/10/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1902 Maryland Ave.
Wilmington, DE 19805
(39.733861, -75.576069)"
Chipotle Mexican Grill,136 E Main St,Newark,19711,03/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"136 E Main St
Newark, DE 19711
(39.683464, -75.747675)"
LITTLE CAESARS PIZZA,240 E. DELAWARE AVENUE,NEWARK,19711,03/04/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"240 E. DELAWARE AVENUE
NEWARK, DE 19711
(39.682112, -75.743555)"
Ciao,200 University Plaza Rt 273,Newark,19702,01/05/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation,3-501_19 Time as a Public Health Control P Pf,Violation,5-304_11 Flushing and Disinfecting System P,Violation,6-501_111 Controlling Pests Pf ( C),Violation,,,,,,,,,,,,,,,,,,,"200 University Plaza Rt 273
Newark, DE 19702
(39.666738, -75.668271)"
OUTBACK STEAKHOUSE,27 POSSUM PARK SHOPPING CTR.,NEWARK,19711,01/04/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"27 POSSUM PARK SHOPPING CTR.
NEWARK, DE 19711
(39.696329, -75.72131)"
McDonalds,4111 N Market St,Wilmington,19802,01/04/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"4111 N Market St
Wilmington, DE 19802
(39.761048, -75.521422)"
SEASON'S PIZZA RESTAURANT,1460 PULASKI HWY,BEAR,19701,03/21/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1460 PULASKI HWY
BEAR, DE 19701
(39.622687, -75.683479)"
Harry's Fish Market & Grill,4 S Orange St,Wilmington,19801,02/16/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 S Orange St
Wilmington, DE 19801
(39.738159, -75.554452)"
Papa John's Pizza #1324,1162 Pulaski Hwy,Bear,19701,01/08/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation,5-304_11 Flushing and Disinfecting System P,Violation,,,,,,,,,,,,,,,,,,,,,,,"1162 Pulaski Hwy
Bear, DE 19701
(39.630707, -75.663545)"
Domino's Pizza,1728 Marsh Rd,Wilmington,19810,03/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1728 Marsh Rd
Wilmington, DE 19810
(39.80187, -75.505122)"
Iron Chef Express,1101 Governor's Square,Bear,19701,01/19/2016,Routine,3-301_12 Contamination When Tasting P,Violation,3-404_11 Treating Juice P (a) Pf (b),Violation,3-501_14 Cooling P,Violation,,,,,,,,,,,,,,,,,,,,,"1101 Governor's Square
Bear, DE 19701
(39.632309, -75.664647)"
Munchies,110  N DuPont Hwy,New Castle,19720,03/17/2016,Other,5-205_14 Fogging Device Reservoir/Cleaning P,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"110 N DuPont Hwy
New Castle, DE 19720
(39.667381, -75.602227)"
Carmen's Kitchen,1644 W 4th St,Wilmington,19805,03/07/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"1644 W 4th St
Wilmington, DE 19805
(39.747776, -75.569338)"
Meadowood Hosptl-Nutrtn Dpt.,575 S DuPont Hwy,New Castle,19720,02/17/2016,Routine,8-405_11 Timely Correction Pf (a),Violation,,,,,,,,,,,,,,,,,,,,,,,,,"575 S DuPont Hwy
New Castle, DE 19720
(39.639121, -75.628531)"
Coffee Beanery,4737 Concord Pike,Wilmington,19803,03/15/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"4737 Concord Pike
Wilmington, DE 19803
(39.824023, -75.545705)"
7 DAY FARMERS MARKET,3901 LANCASTER OIKE,WILMINGTON,19805,01/11/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"3901 LANCASTER OIKE
WILMINGTON, DE 19805
(39.755803, -75.596832)"
China Wok,4437 Summit Bridge Rd.,Middletown,19709,03/15/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"4437 Summit Bridge Rd.
Middletown, DE 19709
(39.513405, -75.711673)"
IMMACULATE HEART OF MARY PARISH,4701 WELDIN RD.,WILMINGTON,19803,03/16/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"4701 WELDIN RD.
WILMINGTON, DE 19803
(39.781354, -75.519626)"
The Spare Rib Express/Kegler's Pub,3031 New Castle Ave,New Castle,19720,01/15/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"3031 New Castle Ave
New Castle, DE 19720
(39.701852, -75.551713)"
CROWNERY,228 LANTANA DR,HOCKESSIN,19707,03/28/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation - Corrected on Site,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"228 LANTANA DR
HOCKESSIN, DE 19707
(39.774617, -75.711272)"
"Connections CSP, Inc.",500 W 8th St,Wilmington,19801,01/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"500 W 8th St
Wilmington, DE 19801
(39.745271, -75.553811)"
Cantina Di Napoli Italian Grill & Pizza,7A Trolley Sq.,Wilmington,19806,03/07/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"7A Trolley Sq.
Wilmington, DE 19806
(39.757995, -75.561609)"
U of D Starbucks @ Smith Hall,18 Amstel Ave.,Newark,19716,02/16/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"18 Amstel Ave.
Newark, DE 19716
(39.680041, -75.754302)"
BAMBOO HOUSE,721 COLLEGE SQUARE,NEWARK,19711,02/16/2016,Routine,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"721 COLLEGE SQUARE
NEWARK, DE 19711
(39.682225, -75.732737)"
City Café (The),800 N French St.,Wilmington,19801,02/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"800 N French St.
Wilmington, DE 19801
(39.743212, -75.547125)"
Tutto Fresco,514 PHILADELPHIA PIKE,WILMINGTON,19809,02/01/2016,Routine,5-203_11 Handwashing Facilities Pf (a),Violation,,Violation,3-304_11 Food Contact with Soiled Items P,Violation,"3-304.15 Gloves, Use Limitation P",Violation,5-101_11 Approved System P,Violation,4-101_11 Characteristics P,Violation,"7-201_11 Storage, Separation P",Violation,,,,,,,,,,,,,"514 PHILADELPHIA PIKE
WILMINGTON, DE 19809
(39.768517, -75.505078)"
J & J Corporate Café,87 Reads Way,New Castle,19720,01/21/2016,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"87 Reads Way
New Castle, DE 19720
(39.687312, -75.61224)"
El Amigo,707 S Union St.,Wilmington,19805,03/11/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"707 S Union St.
Wilmington, DE 19805
(39.741399, -75.582322)"
Chick-Fil-A,1101 Quintilio Dr,Bear,19701,02/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1101 Quintilio Dr
Bear, DE 19701
(39.63077, -75.665899)"
Waterfall Catering and Special Events,3416 Philadelphia Pike,Claymont,19703,01/15/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation,3-306_11 Food Display P,Violation,6-501_111 Controlling Pests Pf ( C),Violation,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation,4-703_11 Methods-Hot Water and Chemical P,Violation,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation,3-502_11 Variance Requirement Pf,Violation,,,,,,,,,,,,,"3416 Philadelphia Pike
Claymont, DE 19703
(39.80112, -75.459645)"
Waterfall Catering and Special Events,3416 Philadelphia Pike,Claymont,19703,01/27/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"3416 Philadelphia Pike
Claymont, DE 19703
(39.80112, -75.459645)"
FOOD BANK OF DELAWARE,14 GARFIELD WAY,NEWARK,19713,01/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"14 GARFIELD WAY
NEWARK, DE 19713
(39.654094, -75.724774)"
Leyba's Grocery #3,1832 W 3rd St.,Wilmington,19805,02/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1832 W 3rd St.
Wilmington, DE 19805
(39.748135, -75.572145)"
BRANDYWINE VAL BAPT CHURCH,7 MT LEBANON RD,WILMINGTON,19803,02/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 MT LEBANON RD
WILMINGTON, DE 19803
(39.806049, -75.552288)"
TACO BELL,4302 KIRKWOOD HIGHWAY,WILMINGTON,19808,02/29/2016,Routine,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"4302 KIRKWOOD HIGHWAY
WILMINGTON, DE 19808
(39.727889, -75.65009)"
WENDY'S,10 POSSUM PARK,NEWARK,19711,01/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 POSSUM PARK
NEWARK, DE 19711
(39.695048, -75.719779)"
Cheese Steak Factory,3 S Orange St.,Wilmington,19801,01/26/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 S Orange St.
Wilmington, DE 19801
(39.737471, -75.554889)"
Capers & Lemons Italian Restaurant & Market,301 Little Falls Dr,Wilmington,19808,02/05/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"301 Little Falls Dr
Wilmington, DE 19808
(39.759383, -75.62363)"
ROCKFORD CENTER,100 ROCKFORD DRIVE,NEWARK,19713,02/12/2016,Pre-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 ROCKFORD DRIVE
NEWARK, DE 19713
(39.695208, -75.660446)"
MORO RESTAURANT,1307 N. SCOTT STREET,WILMINGTON,19806,01/06/2016,Routine,5-304_11 Flushing and Disinfecting System P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"1307 N. SCOTT STREET
WILMINGTON, DE 19806
(39.756276, -75.56523)"
New Life Nutrition,2801-A Lancaster Ave.,Wilmington,19805,03/03/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"2801-A Lancaster Ave.
Wilmington, DE 19805
(39.750353, -75.583193)"
Ulysses Gastropub,1716 Marsh Rd.,Wilmington,19810,02/19/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"1716 Marsh Rd.
Wilmington, DE 19810
(39.801121, -75.505166)"
SHING KWONG RESTAURANT,307 NORTH BROAD STREET,MIDDLETOWN,19709,02/04/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,3-301_12 Contamination When Tasting P,Violation,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,,,,,,,,,,,,,,,,,,,,,"307 NORTH BROAD STREET
MIDDLETOWN, DE 19709
(39.452503, -75.717557)"
KLONDIKE KATES RESTAURANT,158 E. MAIN STREET,NEWARK,19711,02/29/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"158 E. MAIN STREET
NEWARK, DE 19711
(39.683525, -75.74691)"
WINGS TO GO,174 E. MAIN ST.,NEWARK,19711,02/26/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"174 E. MAIN ST.
NEWARK, DE 19711
(39.683604, -75.74592)"
YWCA HOMELIFE MANAGEMENT CENTER,709  N MADISON STREET,WILMINGTON,19801,02/03/2016,Routine,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"709 N MADISON STREET
WILMINGTON, DE 19801
(39.745399, -75.555769)"
Grotto Pizza,2015 Concord Pike,Wilmington,19803,01/28/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015 Concord Pike
Wilmington, DE 19803
(39.788997, -75.546296)"
HSBC-Eurest,90 Christiana Rd.,New Castle,19720,01/06/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"90 Christiana Rd.
New Castle, DE 19720
(39.664986, -75.616153)"
Leyba's Grocery #3,1832 W 3rd St.,Wilmington,19805,03/07/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1832 W 3rd St.
Wilmington, DE 19805
(39.748135, -75.572145)"
GOVATO'S RESTAURANT,800 MARKET ST.,WILMINGTON,19801,01/27/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"800 MARKET ST.
WILMINGTON, DE 19801
(39.743557, -75.549174)"
Taqueria El Amigo,224 W Market St,Newport,19804,03/03/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"224 W Market St
Newport, DE 19804
(39.713474, -75.612969)"
